,utterance,request,importance
624,ask agent notify problems making payment,payment_issue,medium_priority
625,ca understand need help talking human agent,contact_human_agent,standard_priority
626,bought item modify ym order,change_order,high_priority
627,help leave review,review,medium_priority
628,check options delivery,delivery_options,high_priority
629,ask agent switch another user account,switch_account,high_priority
630,would like check cancellation fees,check_cancellation_fee,standard_priority
631,ofrgot password help retrieve,recover_password,medium_priority
632,cancel user account,delete_account,medium_priority
633,happy service need help filing complaint please,complaint,standard_priority
634,want account createone,create_account,standard_priority
635,helping help talk human,contact_human_agent,standard_priority
636,issue paying order,payment_issue,standard_priority
637,u ask agent check bill,check_invoices,high_priority
638,need help make purchase,place_order,medium_priority
639,solve fucking payment issues,payment_issue,medium_priority
640,want know register several accounts email address,create_account,standard_priority
641,fucking profile beewn hacked would like get back,recover_password,standard_priority
642,u ask agent pay master card,check_payment_methods,high_priority
643,make purchase,place_order,medium_priority
644,understand contact human,contact_human_agent,standard_priority
645,lost password reset,recover_password,standard_priority
646,want information changing order,change_order,medium_priority
647,hours customer support,contact_customer_service,medium_priority
648,check refund policy,check_refund_policy,medium_priority
649,question help contact customer service,contact_customer_service,medium_priority
650,ask agent report problem paying please,payment_issue,medium_priority
651,help check allowed payment methods,check_payment_methods,medium_priority
652,u ask agent check status refund,track_refund,high_priority
653,show soon expect delivery,delivery_period,medium_priority
654,want know fucking status reimbursement would like track,track_refund,standard_priority
655,need help checking status reimbursement,track_refund,standard_priority
656,payment failed,payment_issue,standard_priority
657,report payment problems,payment_issue,medium_priority
658,help view invoice,check_invoices,medium_priority
659,lost bill wan na view,check_invoices,high_priority
660,check status refund,track_refund,standard_priority
661,wan na see client service,contact_customer_service,high_priority
662,account hacked,recover_password,standard_priority
663,tell bill,check_invoices,medium_priority
664,see cancellation penalties,check_cancellation_fee,medium_priority
665,information mail customer support,contact_customer_service,medium_priority
666,want get information obtaining bills,get_invoice,standard_priority
667,ca remember password recover,recover_password,standard_priority
